Timestamp,Trigger Point,Trigger Point Base,Subtraction History,Subtraction Threshold
2024-03-29 11:43:34,100,20,100,40
2024-03-29 11:44:50,100,20,100,40
2024-03-29 11:50:35,100,20,100,40
2024-03-29 11:55:59,100,20,100,40
2024-03-29 12:02:02,100,20,100,40
2024-03-29 12:02:49,100,20,100,40
2024-03-29 12:08:04,100,20,100,40
2024-03-29 12:10:17,100,20,100,40
2024-03-29 12:10:48,100,20,100,40
2024-03-29 12:12:38,100,20,100,40
2024-03-29 12:13:04,100,20,100,40
2024-03-29 12:14:40,100,20,100,40
2024-03-29 12:15:22,100,20,100,40
2024-03-29 12:15:54,100,20,100,40
2024-03-29 12:16:23,100,20,100,40
2024-03-29 12:16:56,100,20,100,40
2024-03-29 12:17:13,100,20,100,40
2024-03-29 12:17:33,100,20,100,40
2024-03-29 12:19:10,100,20,100,40
2024-03-29 12:21:32,100,20,100,40
2024-03-29 12:22:37,100,20,100,40
2024-03-29 12:24:16,100,20,100,40
2024-03-29 12:25:19,100,20,100,40
2024-03-29 12:27:23,100,20,100,40
2024-03-29 12:28:47,100,20,100,40
2024-03-29 12:30:02,100,20,100,40
2024-03-29 12:35:32,100,20,100,40
2024-03-29 12:38:18,100,20,100,40
2024-03-29 12:47:49,100,20,100,40
2024-03-29 12:51:26,100,20,100,40
2024-03-29 12:51:35,100,20,100,40
2024-03-29 12:54:12,100,20,100,40
2024-03-29 12:57:54,100,20,100,40
2024-03-29 13:00:24,100,20,100,40
2024-03-29 13:02:15,100,20,100,40
2024-03-29 13:06:04,100,20,100,40
2024-03-29 13:07:14,100,20,100,40
2024-03-29 13:08:29,100,20,100,40
2024-03-29 13:09:49,100,20,100,40
2024-03-29 13:29:41,100,20,100,40
2024-03-29 13:30:04,100,20,100,40
2024-03-29 13:31:17,100,20,100,40
2024-03-29 13:35:05,100,20,100,40
2024-03-29 13:35:45,100,20,100,40
2024-03-29 13:36:05,100,20,100,40
2024-03-29 13:36:14,100,20,100,40
2024-03-29 13:36:54,100,20,100,40
2024-03-29 13:37:33,100,20,100,40
2024-03-29 13:37:42,100,20,100,40
2024-03-29 13:38:42,100,20,100,40
2024-03-29 13:39:21,100,20,100,40
2024-03-29 13:39:53,100,20,100,40
2024-03-29 13:45:29,100,20,100,40
2024-03-29 13:46:51,100,20,100,40
2024-03-29 13:47:05,100,20,100,40
2024-03-29 13:47:14,100,20,100,40
2024-03-29 13:47:29,100,20,100,40
2024-03-29 13:47:52,100,20,100,40
2024-03-29 13:48:28,100,20,100,40
2024-03-29 13:48:48,100,20,100,40
2024-03-29 13:49:09,100,20,100,40
2024-03-29 13:50:59,100,20,100,40
2024-03-29 13:53:26,100,20,100,40
2024-03-29 13:57:05,100,20,100,40
2024-03-29 13:58:52,100,20,100,40
2024-03-29 13:59:17,100,20,100,40
2024-03-29 13:59:33,100,20,100,40
2024-03-29 14:01:21,100,20,100,40
2024-03-29 14:01:30,100,20,100,40
2024-03-29 14:05:02,100,20,100,40
2024-03-29 14:05:42,100,20,100,40
2024-03-29 14:06:34,100,20,100,40
2024-03-29 14:07:31,100,20,100,40
2024-03-29 14:10:31,100,20,100,40
2024-03-29 14:11:09,100,20,100,40
2024-03-29 14:14:23,100,20,100,40
2024-03-29 14:14:53,100,20,100,40
2024-03-29 14:15:19,100,20,100,40
2024-03-29 14:15:36,100,20,100,40
2024-03-29 14:17:48,100,20,100,40
2024-03-29 14:18:03,100,20,100,40
2024-03-29 14:19:32,100,20,100,40
2024-03-29 14:21:54,100,20,100,40
2024-03-29 14:23:12,100,20,100,40
2024-03-29 14:23:24,100,20,100,40
2024-03-29 14:25:52,100,20,100,40
2024-03-29 14:27:21,100,20,100,40
2024-03-29 14:27:35,100,20,100,40
2024-03-29 14:28:29,100,20,100,40
2024-03-29 14:28:55,100,20,100,40
2024-03-29 14:29:25,100,20,100,40
2024-03-29 14:30:29,100,20,100,40
2024-03-29 14:31:29,100,20,100,40
2024-03-29 14:35:41,100,20,100,40
2024-03-29 14:36:41,100,20,100,40
2024-03-29 14:36:49,100,20,100,40
2024-03-29 14:37:41,100,20,100,40
2024-03-29 14:39:37,100,20,100,40
2024-03-29 14:43:38,100,20,100,40
2024-03-29 14:44:31,100,20,100,40
2024-03-29 14:45:01,100,20,100,40
2024-03-29 14:45:19,100,20,100,40
2024-03-29 14:46:09,100,20,100,40
2024-03-29 14:57:12,100,20,100,40
2024-03-29 14:58:15,100,20,100,40
2024-03-29 15:01:38,100,20,100,40
2024-03-29 15:01:52,100,20,100,40
2024-03-29 15:02:18,100,20,100,40
2024-03-29 15:02:31,100,20,100,40
2024-03-29 15:02:44,100,20,100,40
2024-03-29 15:03:29,100,20,100,40
2024-03-29 15:04:05,100,20,100,40
2024-03-29 15:04:20,100,20,100,40
2024-03-29 15:04:37,100,20,100,40
2024-03-29 15:08:31,100,20,100,40
2024-03-29 15:08:50,100,20,100,40
2024-03-29 15:09:27,100,20,100,40
2024-03-29 15:10:23,100,20,100,40
2024-03-29 15:11:09,100,20,100,40
2024-03-29 15:12:05,100,20,100,40
2024-03-29 15:12:37,100,20,100,40
2024-03-29 15:13:00,100,20,100,40
2024-03-29 15:13:34,100,20,100,40
2024-03-29 15:15:22,100,20,100,40
2024-03-29 15:15:39,100,20,100,40
2024-03-29 15:16:22,100,20,100,40
2024-03-29 15:17:01,100,20,100,40
2024-03-29 15:23:48,100,20,100,40
2024-03-29 15:24:26,100,20,100,40
2024-03-29 15:24:47,100,20,100,40
2024-03-29 15:25:02,100,20,100,40
2024-03-29 15:27:30,100,20,100,40
2024-03-29 15:28:06,100,20,100,40
2024-03-29 15:28:25,100,20,100,40
2024-03-29 15:29:13,100,20,100,40
2024-03-29 15:29:34,100,20,100,40
2024-03-29 15:30:20,100,20,100,40
2024-03-29 15:31:52,100,20,100,40
2024-03-29 15:34:41,100,20,100,40
2024-03-29 15:35:20,100,20,100,40
2024-03-29 15:41:20,100,20,100,40
2024-03-29 15:43:23,100,20,100,40
2024-03-29 15:43:40,100,20,100,40
2024-03-29 15:43:59,100,20,100,40
2024-03-29 15:44:31,100,20,100,40
2024-03-29 15:44:52,100,20,100,40
2024-03-29 15:45:22,100,20,100,40
2024-03-29 15:45:41,100,20,100,40
2024-03-29 15:46:25,100,20,100,40
2024-03-29 15:47:45,100,20,100,40
2024-03-29 15:48:24,100,20,100,40
2024-03-29 15:48:41,100,20,100,40
2024-03-29 15:49:11,100,20,100,40
2024-03-29 15:49:20,100,20,100,40
2024-03-29 15:49:28,100,20,100,40
2024-03-29 15:50:33,100,20,100,40
2024-03-29 15:51:36,100,20,100,40
2024-03-29 15:52:41,100,20,100,40
2024-03-29 15:53:30,100,20,100,40
2024-03-29 15:53:47,100,20,100,40
2024-03-29 15:54:41,100,20,100,40
2024-03-29 15:55:08,100,20,100,40
2024-03-29 15:55:38,100,20,100,40
2024-03-29 15:55:45,100,20,100,40
2024-03-29 15:56:30,100,20,100,40
2024-03-29 15:57:03,100,20,100,40
2024-03-29 15:57:11,100,20,100,40
2024-03-29 15:57:26,100,20,100,40
2024-03-29 15:57:50,100,20,100,40
2024-03-29 15:57:58,100,20,100,40
2024-03-29 15:59:44,100,20,100,40
2024-03-29 16:00:45,100,20,100,40
2024-03-29 16:01:49,100,20,100,40
2024-03-29 16:02:05,100,20,100,40
2024-03-29 16:02:16,100,20,100,40
2024-03-29 16:07:56,100,20,100,40
2024-03-29 16:10:10,100,20,100,40
2024-03-29 16:13:31,100,20,100,40
2024-03-29 16:14:13,100,20,100,40
2024-03-29 16:14:27,100,20,100,40
2024-03-29 16:18:55,100,20,100,40
2024-03-29 16:19:44,100,20,100,40
2024-03-29 16:21:23,100,20,100,40
2024-03-29 16:21:49,100,20,100,40
2024-03-29 16:24:08,100,20,100,40
2024-03-29 16:25:32,100,20,100,40
2024-03-29 16:25:43,100,20,100,40
2024-03-29 16:25:59,100,20,100,40
2024-03-29 16:26:23,100,20,100,40
2024-03-29 16:26:56,100,20,100,40
2024-03-29 16:27:14,100,20,100,40
2024-03-29 16:27:55,100,20,100,40
2024-03-29 16:28:04,100,20,100,40
2024-03-29 16:28:55,100,20,100,40
2024-03-29 16:29:09,100,20,100,40
2024-03-29 16:45:10,100,20,100,40
2024-03-29 16:50:53,100,20,100,40
2024-03-29 16:57:32,100,20,100,40
2024-03-29 16:58:46,100,20,100,40
2024-03-29 17:00:48,100,20,100,40
2024-03-29 17:02:21,100,20,100,40
2024-03-29 17:06:16,100,20,100,40
2024-03-29 17:10:45,100,20,100,40
2024-03-29 17:11:14,100,20,100,40
2024-03-29 17:12:28,100,20,100,40
2024-03-29 17:12:58,100,20,100,40
2024-03-29 17:31:04,100,20,100,40
2024-03-29 17:32:40,100,20,100,40
2024-03-29 17:44:34,100,20,100,40
2024-03-29 17:45:09,100,20,100,40
2024-03-29 17:46:08,100,20,100,40
2024-03-30 06:16:10,100,20,100,40
2024-03-30 06:23:45,100,20,100,40
2024-03-30 06:52:20,100,20,100,40
2024-03-30 07:39:57,100,20,100,40
2024-03-30 07:47:56,100,20,100,40
2024-03-30 07:48:05,100,20,100,40
2024-03-30 07:53:15,100,20,100,40
2024-03-30 07:53:48,100,20,100,40
2024-03-30 07:54:23,100,20,100,40
2024-03-30 07:55:00,100,20,100,40
2024-03-30 07:56:43,100,20,100,40
2024-03-30 07:57:14,100,20,100,40
2024-03-30 07:58:33,100,20,100,40
2024-03-30 07:59:55,100,20,100,40
2024-03-30 08:00:36,100,20,100,40
2024-03-30 08:01:29,100,20,100,40
2024-03-30 08:01:52,100,20,100,40
2024-03-30 08:05:03,100,20,100,40
2024-03-30 08:05:54,100,20,100,40
2024-03-30 08:06:25,100,20,100,40
2024-03-30 08:11:12,100,20,100,40
2024-03-30 08:16:27,100,20,100,40
2024-03-30 08:17:55,100,20,100,40
2024-03-30 08:29:12,100,20,100,40
2024-03-30 08:34:48,100,20,100,40
2024-03-30 08:35:13,100,20,100,40
2024-03-30 08:35:50,100,20,100,40
2024-03-30 08:38:26,100,20,100,40
2024-03-30 08:39:06,100,20,100,40
2024-03-30 08:39:39,100,20,100,40
2024-03-30 08:40:55,100,20,100,40
2024-03-30 08:41:16,100,20,100,40
2024-03-30 08:41:33,100,20,100,40
2024-03-30 08:41:49,100,20,100,40
2024-03-30 08:42:10,100,20,100,40
2024-03-30 08:42:30,100,20,100,40
2024-03-30 08:42:47,100,20,100,40
2024-03-30 08:43:16,100,20,100,40
2024-03-30 08:43:35,100,20,100,40
2024-03-30 08:44:14,100,20,100,40
2024-03-30 08:44:57,100,20,100,40
2024-03-30 08:46:56,100,20,100,40
2024-03-30 08:48:22,100,20,100,40
2024-03-30 08:48:52,100,20,100,40
2024-03-30 08:50:35,100,20,100,40
2024-03-30 08:53:50,100,20,100,40
2024-03-30 08:55:20,100,20,100,40
2024-03-30 08:56:31,100,20,100,40
2024-03-30 08:57:31,100,20,100,40
2024-03-30 08:58:49,100,20,100,40
2024-03-30 08:59:27,100,20,100,40
2024-03-30 09:00:24,100,20,100,40
2024-03-30 09:01:03,100,20,100,40
2024-03-30 09:02:01,100,20,100,40
2024-03-30 09:03:40,100,20,100,40
2024-03-30 09:04:10,100,20,100,40
2024-03-30 09:05:31,100,20,100,40
2024-03-30 09:13:21,100,20,100,40
2024-03-30 09:13:47,100,20,100,40
2024-03-30 09:21:17,100,20,100,40
2024-03-30 09:27:40,100,20,100,40
2024-03-30 09:28:04,100,20,100,40
2024-03-30 09:28:48,100,20,100,40
2024-03-30 09:29:14,100,20,100,40
2024-03-30 09:30:11,100,20,100,40
2024-03-30 09:30:22,100,20,100,40
2024-03-30 09:31:19,100,20,100,40
2024-03-30 09:31:51,100,20,100,40
2024-03-30 09:33:35,100,20,100,40
2024-03-30 09:35:59,100,20,100,40
2024-03-30 09:39:02,100,20,100,40
2024-03-30 09:43:21,100,20,100,40
2024-03-30 09:44:07,100,20,100,40
2024-03-30 09:45:03,100,20,100,40
2024-03-30 09:46:19,100,20,100,40
2024-03-30 09:46:42,100,20,100,40
2024-03-30 09:47:24,100,20,100,40
2024-03-30 09:48:18,100,20,100,40
2024-03-30 09:48:59,100,20,100,40
2024-03-30 09:49:53,100,20,100,40
2024-03-30 09:50:24,100,20,100,40
2024-03-30 09:51:29,100,20,100,40
2024-03-30 09:52:44,100,20,100,40
2024-03-30 09:53:13,100,20,100,40
2024-03-30 09:58:51,100,20,100,40
2024-03-30 09:59:21,100,20,100,40
2024-03-30 10:00:21,100,20,100,40
2024-03-30 10:02:14,100,20,100,40
2024-03-30 10:05:36,100,20,100,40
2024-03-30 10:06:02,100,20,100,40
2024-03-30 10:06:44,100,20,100,40
2024-03-30 10:07:14,100,20,100,40
2024-03-30 10:07:51,100,20,100,40
2024-03-30 10:09:10,100,20,100,40
2024-03-30 10:09:49,100,20,100,40
2024-03-30 10:10:28,100,20,100,40
2024-03-30 10:11:14,100,20,100,40
2024-03-30 10:12:12,100,20,100,40
2024-03-30 10:12:53,100,20,100,40
2024-03-30 10:14:02,100,20,100,40
2024-03-30 10:14:59,100,20,100,40
2024-03-30 10:15:46,100,20,100,40
2024-03-30 10:16:39,100,20,100,40
2024-03-30 10:17:23,100,20,100,40
2024-03-30 10:18:08,100,20,100,40
2024-03-30 10:18:49,100,20,100,40
2024-03-30 10:19:24,100,20,100,40
2024-03-30 10:20:01,100,20,100,40
2024-03-30 10:20:42,100,20,100,40
2024-03-30 10:21:22,100,20,100,40
2024-03-30 10:22:14,100,20,100,40
2024-03-30 10:23:15,100,20,100,40
2024-03-30 10:32:51,100,20,100,40
2024-03-30 10:34:23,100,20,100,40
2024-03-30 10:35:01,100,20,100,40
2024-03-30 10:35:42,100,20,100,40
2024-03-30 10:36:42,100,20,100,40
2024-03-30 10:37:15,100,20,100,40
2024-03-30 10:38:00,100,20,100,40
2024-03-30 10:38:16,100,20,100,40
2024-03-30 10:41:01,100,20,100,40
2024-03-30 10:41:51,100,20,100,40
2024-03-30 10:44:13,100,20,100,40
2024-03-30 10:44:59,100,20,100,40
2024-03-30 10:45:31,100,20,100,40
2024-03-30 10:46:21,100,20,100,40
2024-03-30 10:47:17,100,20,100,40
2024-03-30 10:48:00,100,20,100,40
2024-03-30 10:48:42,100,20,100,40
2024-03-30 10:49:27,100,20,100,40
2024-03-30 10:50:16,100,20,100,40
2024-03-30 10:50:52,100,20,100,40
2024-03-30 10:51:21,100,20,100,40
2024-03-30 10:51:56,100,20,100,40
2024-03-30 10:52:48,100,20,100,40
2024-03-30 10:53:27,100,20,100,40
2024-03-30 10:54:55,100,20,100,40
2024-03-30 10:55:36,100,20,100,40
2024-03-30 10:56:20,100,20,100,40
2024-03-30 10:56:56,100,20,100,40
2024-03-30 10:57:33,100,20,100,40
2024-03-30 10:58:18,100,20,100,40
2024-03-30 10:59:38,100,20,100,40
2024-03-30 11:00:26,100,20,100,40
2024-03-30 11:01:23,100,20,100,40
2024-03-30 11:03:30,100,20,100,40
2024-03-30 11:04:51,100,20,100,40
2024-03-30 11:05:54,100,20,100,40
2024-03-30 11:07:26,100,20,100,40
2024-03-30 11:08:39,100,20,100,40
2024-03-30 11:10:06,100,20,100,40
2024-03-30 11:11:15,100,20,100,40
2024-03-30 11:12:03,100,20,100,40
2024-03-30 11:12:53,100,20,100,40
2024-03-30 11:13:45,100,20,100,40
2024-03-30 11:14:51,100,20,100,40
2024-03-30 11:15:56,100,20,100,40
2024-03-30 11:16:34,100,20,100,40
2024-03-30 11:17:14,100,20,100,40
2024-03-30 11:18:33,100,20,100,40
2024-03-30 11:18:56,100,20,100,40
2024-03-30 11:19:33,100,20,100,40
2024-03-30 11:20:06,100,20,100,40
2024-03-30 11:20:59,100,20,100,40
2024-03-30 11:21:17,100,20,100,40
2024-03-30 11:22:15,100,20,100,40
2024-03-30 11:31:23,100,20,100,40
2024-03-30 11:34:18,100,20,100,40
2024-03-30 11:35:10,100,20,100,40
2024-03-30 11:36:39,100,20,100,40
2024-03-30 11:37:20,100,20,100,40
2024-03-30 11:37:59,100,20,100,40
2024-03-30 11:38:30,100,20,100,40
2024-03-30 11:39:06,100,20,100,40
2024-03-30 11:39:43,100,20,100,40
2024-03-30 11:40:32,100,20,100,40
2024-03-30 11:41:14,100,20,100,40
2024-03-30 11:41:50,100,20,100,40
2024-03-30 11:43:36,100,20,100,40
2024-03-30 11:48:43,100,20,100,40
2024-03-30 11:49:14,100,20,100,40
2024-03-30 11:51:09,100,20,100,40
2024-03-30 11:52:01,100,20,100,40
2024-03-30 11:52:44,100,20,100,40
2024-03-30 11:54:18,100,20,100,40
2024-03-30 11:55:08,100,20,100,40
2024-03-30 11:56:15,100,20,100,40
2024-03-30 11:57:03,100,20,100,40
2024-03-30 11:57:47,100,20,100,40
2024-03-30 11:59:59,100,20,100,40
2024-03-30 12:00:43,100,20,100,40
2024-03-30 12:01:18,100,20,100,40
2024-03-30 12:01:56,100,20,100,40
2024-03-30 12:02:47,100,20,100,40
2024-03-30 12:03:36,100,20,100,40
2024-03-30 12:04:16,100,20,100,40
2024-03-30 12:05:25,100,20,100,40
2024-03-30 12:08:42,100,20,100,40
2024-03-30 12:09:09,100,20,100,40
2024-03-30 12:09:19,100,20,100,40
2024-03-30 12:09:39,100,20,100,40
2024-03-30 12:13:25,100,20,100,40
2024-03-30 12:13:58,100,20,100,40
2024-03-30 12:15:20,100,20,100,40
2024-03-30 12:17:52,100,20,100,40
2024-03-30 12:19:26,100,20,100,40
2024-03-30 12:25:11,100,20,100,40
2024-03-30 12:26:30,100,20,100,40
2024-03-30 12:41:51,100,20,100,40
2024-03-30 12:42:12,100,20,100,40
2024-03-30 12:42:28,100,20,100,40
2024-03-30 12:42:51,100,20,100,40
2024-03-30 12:43:23,100,20,100,40
2024-03-30 12:45:15,100,20,100,40
2024-03-30 12:45:49,100,20,100,40
2024-03-30 12:47:56,100,20,100,40
2024-03-30 12:49:32,100,20,100,40
2024-03-30 12:50:57,100,20,100,40
2024-03-30 12:52:33,100,20,100,40
2024-03-30 12:54:09,100,20,100,40
2024-03-30 12:55:24,100,20,100,40
2024-03-30 12:57:11,100,20,100,40
2024-03-30 13:00:06,100,20,100,40
2024-03-30 13:01:54,100,20,100,40
2024-03-30 13:02:34,100,20,100,40
2024-03-30 13:03:30,100,20,100,40
2024-03-30 13:04:31,100,20,100,40
2024-03-30 13:05:47,100,20,100,40
2024-03-30 13:06:53,100,20,100,40
2024-03-30 13:07:28,100,20,100,40
2024-03-30 13:07:53,100,20,100,40
2024-03-30 13:08:53,100,20,100,40
2024-03-30 13:09:45,100,20,100,40
2024-03-30 13:10:15,100,20,100,40
2024-03-30 13:10:57,100,20,100,40
2024-03-30 13:11:46,100,20,100,40
2024-03-30 13:19:13,100,20,100,40
2024-03-30 13:20:23,100,20,100,40
2024-03-30 13:21:07,100,20,100,40
2024-03-30 13:21:51,100,20,100,40
2024-03-30 13:22:35,100,20,100,40
2024-03-30 13:28:08,100,20,100,40
2024-03-30 13:42:21,100,20,100,40
2024-03-30 13:57:17,100,20,100,40
2024-03-30 14:02:02,100,20,100,40
2024-03-30 14:02:17,100,20,100,40
2024-03-30 14:07:55,100,20,100,40
2024-03-30 14:10:21,100,20,100,40
2024-03-30 14:20:16,100,20,100,40
2024-03-30 14:21:58,100,20,100,40
2024-03-30 14:23:26,100,20,100,40
2024-03-30 14:24:43,100,20,100,40
2024-03-30 14:26:26,100,20,100,40
2024-03-30 14:27:11,100,20,100,40
2024-03-30 14:28:06,100,20,100,40
2024-03-30 14:28:54,100,20,100,40
2024-03-30 14:29:31,100,20,100,40
2024-03-30 14:30:00,100,20,100,40
2024-03-30 14:31:05,100,20,100,40
2024-03-30 14:31:52,100,20,100,40
2024-03-30 14:32:42,100,20,100,40
2024-03-30 14:40:22,100,20,100,40
2024-03-30 14:41:29,100,20,100,40
2024-03-30 14:43:43,100,20,100,40
2024-03-30 14:44:33,100,20,100,40
2024-03-30 14:45:22,100,20,100,40
2024-03-30 14:45:48,100,20,100,40
2024-03-30 14:46:14,100,20,100,40
2024-03-30 14:46:48,100,20,100,40
2024-03-30 14:46:59,100,20,100,40
2024-03-30 14:47:11,100,20,100,40
2024-03-30 14:47:57,100,20,100,40
2024-03-30 14:49:05,100,20,100,40
2024-03-30 14:51:08,100,20,100,40
2024-03-30 14:52:19,100,20,100,40
2024-03-30 14:53:13,100,20,100,40
2024-03-30 14:54:04,100,20,100,40
2024-03-30 14:54:57,100,20,100,40
2024-03-30 14:55:48,100,20,100,40
2024-03-30 14:57:18,100,20,100,40
2024-03-30 15:10:14,100,20,100,40
2024-03-30 15:29:31,100,20,100,40
2024-03-30 15:45:27,100,20,100,40
2024-03-30 16:12:27,100,20,100,40
2024-03-30 16:13:25,100,20,100,40
2024-03-30 16:27:04,100,20,100,40
2024-03-30 16:29:58,100,20,100,40
2024-03-30 18:04:44,100,20,100,40
2024-03-31 05:31:21,100,20,100,40
2024-03-31 07:26:54,100,20,100,40
2024-03-31 07:27:13,100,20,100,40
2024-03-31 07:27:27,100,20,100,40
2024-03-31 07:29:12,100,20,100,40
2024-03-31 07:44:22,100,20,100,40
2024-03-31 08:06:33,100,20,100,40
2024-03-31 08:20:30,100,20,100,40
2024-03-31 08:31:10,100,20,100,40
2024-03-31 08:32:08,100,20,100,40
2024-03-31 08:37:54,100,20,100,40
2024-03-31 08:39:36,100,20,100,40
2024-03-31 08:40:56,100,20,100,40
2024-03-31 08:41:51,100,20,100,40
2024-03-31 08:42:52,100,20,100,40
2024-03-31 08:43:04,100,20,100,40
2024-03-31 08:45:14,100,20,100,40
2024-03-31 08:46:23,100,20,100,40
2024-03-31 08:46:56,100,20,100,40
2024-03-31 08:47:49,100,20,100,40
2024-03-31 08:48:20,100,20,100,40
2024-03-31 08:50:24,100,20,100,40
2024-03-31 08:52:33,100,20,100,40
2024-03-31 08:53:28,100,20,100,40
2024-03-31 08:54:58,100,20,100,40
2024-03-31 08:55:20,100,20,100,40
2024-03-31 08:56:58,100,20,100,40
2024-03-31 08:58:23,100,20,100,40
2024-03-31 08:59:14,100,20,100,40
2024-03-31 08:59:48,100,20,100,40
2024-03-31 09:01:03,100,20,100,40
2024-03-31 09:04:51,100,20,100,40
2024-03-31 09:05:05,100,20,100,40
2024-03-31 09:08:08,100,20,100,40
2024-03-31 09:12:16,100,20,100,40
2024-03-31 09:13:28,100,20,100,40
2024-03-31 09:18:51,100,20,100,40
2024-03-31 09:19:40,100,20,100,40
2024-03-31 09:21:45,100,20,100,40
2024-03-31 09:36:56,100,20,100,40
2024-03-31 09:42:41,100,20,100,40
2024-03-31 09:44:17,100,20,100,40
2024-03-31 09:45:05,100,20,100,40
2024-03-31 09:45:49,100,20,100,40
2024-03-31 09:46:40,100,20,100,40
2024-03-31 09:48:32,100,20,100,40
2024-03-31 09:49:29,100,20,100,40
2024-03-31 09:56:46,100,20,100,40
2024-03-31 09:57:56,100,20,100,40
2024-03-31 10:04:26,100,20,100,40
2024-03-31 10:07:26,100,20,100,40
2024-03-31 10:09:26,100,20,100,40
2024-03-31 10:15:23,100,20,100,40
2024-03-31 10:16:06,100,20,100,40
2024-03-31 10:17:46,100,20,100,40
2024-03-31 10:33:00,100,20,100,40
2024-03-31 10:42:43,100,20,100,40
2024-03-31 10:42:53,100,20,100,40
2024-03-31 10:43:58,100,20,100,40
2024-03-31 10:45:11,100,20,100,40
2024-03-31 10:45:29,100,20,100,40
2024-03-31 10:46:18,100,20,100,40
2024-03-31 10:47:00,100,20,100,40
2024-03-31 10:47:59,100,20,100,40
2024-03-31 11:05:01,100,20,100,40
2024-03-31 11:06:33,100,20,100,40
2024-03-31 11:09:09,100,20,100,40
2024-03-31 11:09:33,100,20,100,40
2024-03-31 11:10:06,100,20,100,40
2024-03-31 11:10:29,100,20,100,40
2024-03-31 11:10:57,100,20,100,40
2024-03-31 11:18:23,100,20,100,40
2024-03-31 11:32:22,100,20,100,40
2024-03-31 11:33:09,100,20,100,40
2024-03-31 11:34:50,100,20,100,40
2024-03-31 11:36:35,100,20,100,40
2024-03-31 11:37:52,100,20,100,40
2024-03-31 11:40:46,100,20,100,40
2024-03-31 11:41:23,100,20,100,40
2024-03-31 11:42:59,100,20,100,40
2024-03-31 11:44:30,100,20,100,40
2024-03-31 11:45:30,100,20,100,40
2024-03-31 11:46:26,100,20,100,40
2024-03-31 11:47:56,100,20,100,40
2024-03-31 11:50:04,100,20,100,40
2024-03-31 11:53:06,100,20,100,40
2024-03-31 11:58:04,100,20,100,40
2024-03-31 12:02:57,100,20,100,40
2024-03-31 12:04:31,100,20,100,40
2024-03-31 12:08:25,100,20,100,40
2024-03-31 12:11:00,100,20,100,40
2024-03-31 12:11:08,100,20,100,40
2024-03-31 12:13:08,100,20,100,40
2024-03-31 12:14:11,100,20,100,40
2024-03-31 12:21:50,100,20,100,40
2024-03-31 12:30:28,100,20,100,40
2024-03-31 12:32:29,100,20,100,40
2024-03-31 12:36:47,100,20,100,40
2024-03-31 12:37:40,100,20,100,40
2024-03-31 12:38:29,100,20,100,40
2024-03-31 12:39:52,100,20,100,40
2024-03-31 12:40:55,100,20,100,40
2024-03-31 12:47:19,100,20,100,40
2024-03-31 12:47:52,100,20,100,40
